ASIN,Copertina,Titolo,Autore,Data,Recensioni,Categoria
8806260650,https://m.media-amazon.com/images/I/71Ao29IB9ZL._AC_UY218_.jpg,La neve in fondo al mare,Matteo Bussola,25 giu. 2024,1912,Società e scienze sociali
B01NCULPVR,https://m.media-amazon.com/images/I/717bc4D2hsL._AC_UY218_.jpg,"Le 5 ferite e come guarirle: Rifiuto, abbandono, ingiustizia, umiliazione, tradimento",Lise Bourbeau,13 feb. 2017,1902,Società e scienze sociali
8804773170,https://m.media-amazon.com/images/I/61QZOfMQHfL._AC_UY218_.jpg,"Quando inizia la felicità. Di domande, nascite e rinascite",Gianluca Gotto,4 giu. 2024,1849,Società e scienze sociali
882159324X,https://m.media-amazon.com/images/I/71XqLsvHcRL._AC_UY218_.jpg,La Bibbia,Aa. Vv.,9 ott. 2014,1847,Società e scienze sociali
B0CVHFH424,https://m.media-amazon.com/images/I/71OKgulDeZL._AC_UY218_.jpg,La trappola della felicità: Come smettere di tormentarsi e iniziare a vivere,Russ Harris,13 feb. 2024,1831,Società e scienze sociali
8804747277,https://m.media-amazon.com/images/I/5131t3lTbKL._AC_UY218_.jpg,Basta dirlo. Le parole da scegliere e le parole da evitare per una vita felice,Paolo Borzacchiello,4 lug. 2023,1822,Società e scienze sociali
B00CP5IB90,https://m.media-amazon.com/images/I/71spwwMhyGL._AC_UY218_.jpg,Le bugie nel carrello: Per una spesa più consapevole. Le leggende e i trucchi del marketing sul cibo che compriamo,Dario Bressanini,16 mag. 2013,1795,Società e scienze sociali
8823515319,https://m.media-amazon.com/images/I/61BKI7-mj6L._AC_UY218_.jpg,Una barca nel bosco,Paola Mastrocola,4 feb. 2016,1704,Società e scienze sociali
8845935752,https://m.media-amazon.com/images/I/51QyYNcOD9L._AC_UY218_.jpg,Yoga,Emmanuel Carrère,24 mag. 2021,1660,Società e scienze sociali
8806267647,https://m.media-amazon.com/images/I/61I9rpusJNL._AC_UY218_.jpg,Elogio dell'ignoranza e dell'errore,Gianrico Carofiglio,29 ott. 2024,1608,Società e scienze sociali
8807036681,https://m.media-amazon.com/images/I/71h1kiwCRFL._AC_UY218_.jpg,Di madre in figlia,Concita De Gregorio,13 mag. 2025,1595,Società e scienze sociali
B07P6XDBYP,https://m.media-amazon.com/images/I/81O35vDiUpL._AC_UY218_.jpg,La Nazione delle Piante,Stefano Mancuso,7 mar. 2019,1571,Società e scienze sociali
8817162086,https://m.media-amazon.com/images/I/616Bk5DPBsL._AC_UY218_.jpg,Lo faccio per me. Essere madri senza il mito del sacrificio,Stefania Andreoli,29 mar. 2022,1537,Società e scienze sociali
8807888653,https://m.media-amazon.com/images/I/513QzZR6JlL._AC_UY218_.jpg,Solo bagaglio a mano,Gabriele Romagnoli,12 gen. 2017,1531,Società e scienze sociali
8811815428,https://m.media-amazon.com/images/I/71M4WjH2PHL._AC_UY218_.jpg,L'arte di sbagliare alla grande,Enrico Galiano,27 ago. 2020,1505,Società e scienze sociali
8868338874,https://m.media-amazon.com/images/I/71jPEAP5oLL._AC_UY218_.jpg,Come smettere di farsi le seghe mentali e godersi la vita,Giulio Cesare Giacobbe,6 ott. 2023,1473,Società e scienze sociali
8817028355,https://m.media-amazon.com/images/I/81lzAqez92L._AC_UY218_.jpg,Il sesso inutile. Viaggio intorno alla donna,Oriana Fallaci,21 gen. 2009,1437,Società e scienze sociali
B0914WWGT6,https://m.media-amazon.com/images/I/71ayqOPoRfL._AC_UY218_.jpg,Il Mio Grande Libro da Colorare per Bambini: 100 Divertenti disegni con immagini facili da colorare per bambini da 1 a 4 anni,Libro da Colorare Kim,24 mar. 2021,1434,Società e scienze sociali
8807895250,https://m.media-amazon.com/images/I/71o7OBHnDLS._AC_UY218_.jpg,Mantieni il bacio,Recalcati,6 mag. 2021,1414,Società e scienze sociali
8859011701,https://m.media-amazon.com/images/I/81rJJe90iAL._AC_UY218_.jpg,Italiano in prima con il metodo analogico. Lettura e avviamento alla scrittura,Camillo Bortolato,29 ago. 2016,1370,Società e scienze sociali
8804794054,https://m.media-amazon.com/images/I/51EO-vSYpNL._AC_UY218_.jpg,Solo cose belle. Libera la tua vita 10 minuti al giorno e concentrati su ciò che conta davvero,Irina Potinga,28 gen. 2025,1279,Società e scienze sociali
8817184713,https://m.media-amazon.com/images/I/71cIVTsk6oL._AC_UY218_.jpg,Che cosa vi siete persi,Gerry Scotti,31 ott. 2023,1270,Società e scienze sociali
8868365359,https://m.media-amazon.com/images/I/8153Xk9IQUL._AC_UY218_.jpg,La principessa che aveva fame d'amore. Come diventare regina del tuo cuore,Maria Chiara Gritti,21 mag. 2019,1225,Società e scienze sociali
B09M7D2463,https://m.media-amazon.com/images/I/61AdfdKLWTL._AC_UY218_.jpg,Spero che oggi ti accada qualcosa di straordinario,Il tuo Zen,25 nov. 2021,1224,Società e scienze sociali
8861375294,https://m.media-amazon.com/images/I/712ZNbNQiqL._AC_UY218_.jpg,Analisi grammaticale e logica al volo. Strumenti per l'apprendimento intuitivo con il metodo analogico,Camillo Bortolato,20 ott. 2009,1211,Società e scienze sociali
8833314618,https://m.media-amazon.com/images/I/61EwaWCYQSL._AC_UY218_.jpg,L'ingannevole paura di non essere all'altezza. Strategie per riconoscere il proprio valore,Roberta Milanese,17 set. 2020,1195,Società e scienze sociali
8806259776,https://m.media-amazon.com/images/I/61WnRNnwrlL._AC_UY218_.jpg,Fumana,Paolo Malaguti,3 set. 2024,1182,Società e scienze sociali
8859008964,https://m.media-amazon.com/images/I/710QOJRppqL._AC_UY218_.jpg,Primi voli in lettura. Apprendere nella scuola dell'infanzia con il metodo analogico,Camillo Bortolato,24 set. 2015,1180,Società e scienze sociali
8828203617,https://m.media-amazon.com/images/I/71DXu5pRYpL._AC_UY218_.jpg,"L'ODISSEA raccontata da Penelope, Circe, Calipso e le altre",Oliva Marilù,6 feb. 2020,1165,Società e scienze sociali
B07C6M73NB,https://m.media-amazon.com/images/I/71qhwzm3gSL._AC_UY218_.jpg,Guida all'uso della Carta del Docente su Amazon: Come convertire il bonus docenti (o il bonus 18app) in codice promozione Amazon e usarlo per acquistare ... digitale (Google Apps for Education),Pietro Prosperi,14 apr. 2018,1156,Società e scienze sociali
8804786345,https://m.media-amazon.com/images/I/61RgMACWcNL._AC_UY218_.jpg,Fa bene o fa male? Manuale di autodifesa alimentare,Dario Bressanini,14 mag. 2024,1141,Società e scienze sociali
8807899655,https://m.media-amazon.com/images/I/614SWF88A9L._AC_UY218_.jpg,La luce delle stelle morte. Saggio su lutto e nostalgia,Massimo Recalcati,28 gen. 2025,1138,Società e scienze sociali
8806237608,https://m.media-amazon.com/images/I/61M2TpQRYnL._AC_UY218_.jpg,Il silenzio è cosa viva. L'arte della meditazione: 143,Chandra Livia Candiani,9 ott. 2018,1112,Società e scienze sociali
B0821WR9YT,https://m.media-amazon.com/images/I/81WwBLyK9WL._AC_UY218_.jpg,"Schiavi del Tempo: La folle corsa del mondo postmoderno. Riflessioni per una vita più umana, lenta e consapevole",Ivan Petruzzi,25 nov. 2019,1103,Società e scienze sociali
8859020093,https://m.media-amazon.com/images/I/71Jwxk26mUL._AC_UY218_.jpg,Cinque lezioni leggere sull'emozione di apprendere,Daniela Lucangeli,14 nov. 2019,1083,Società e scienze sociali
8891837016,https://m.media-amazon.com/images/I/61FE-1ysvyL._AC_UY218_.jpg,Brividi. Storie che non vi faranno dormire la notte,Elisa De Marco,1 nov. 2022,1073,Società e scienze sociali
8817173991,https://m.media-amazon.com/images/I/61Zmg-jekeL._AC_UY218_.jpg,"Socrate, Agata e il futuro. L'arte di invecchiare con filosofia",Beppe Severgnini,28 gen. 2025,1043,Società e scienze sociali
8862209991,https://m.media-amazon.com/images/I/815j2UKoU1L._AC_UY218_.jpg,Alla ricerca delle coccole perdute. Una psicologia rivoluzionaria per il single e per la coppia,Giulio Cesare Giacobbe,28 ago. 2014,1005,Società e scienze sociali
B09RKBY41J,https://m.media-amazon.com/images/I/81yyTQEk+EL._AC_UY218_.jpg,Tutta la stanchezza del mondo,Enrica Tesio,9 feb. 2022,989,Società e scienze sociali
B09DKFHGXF,https://m.media-amazon.com/images/I/71Z7jWa-qJL._AC_UY218_.jpg,"Questo immenso non sapere: Conversazioni con alberi, animali e il cuore umano",Chandra Candiani,31 ago. 2021,985,Società e scienze sociali
8898438575,https://m.media-amazon.com/images/I/81cv7pEMc5L._AC_UY218_.jpg,Il quadernino delle regole di matematica. Per la Scuola elementare,Milena Catucci,30 mag. 2014,950,Società e scienze sociali
8776884902,https://m.media-amazon.com/images/I/71Qca-Cg4xL._AC_UY218_.jpg,Dianetics. La forza del pensiero sul corpo,L. Ron Hubbard,7 ott. 2007,937,Società e scienze sociali
8820076896,https://m.media-amazon.com/images/I/51fMPumxsGL._AC_UY218_.jpg,"Di troppa (o poca) famiglia. Radici, zavorre e risorse: un percorso dentro le relazioni affettive, verso la libertà",Ameya Gabriella Canovi,11 apr. 2023,920,Società e scienze sociali
8804680075,https://m.media-amazon.com/images/I/81jMd0RWdPL._AC_UY218_.jpg,Gli spiriti non dimenticano. Il mistero di Cavallo Pazzo e la tragedia dei Sioux,Vittorio Zucconi,6 giu. 2017,884,Società e scienze sociali
8804773286,https://m.media-amazon.com/images/I/51vxZYCH7CL._AC_UY218_.jpg,"Mamma, insegnami a dormire. I consigli di una fata della nanna per notti serene e bimbi felici",Rondine De Luca,16 mag. 2023,880,Società e scienze sociali
884283419X,https://m.media-amazon.com/images/I/41Y8Z2si7XL._AC_UY218_.jpg,Antifragile. Prosperare nel disordine,Nassim Nicholas Taleb,27 set. 2024,870,Società e scienze sociali
8804766433,https://m.media-amazon.com/images/I/61jkRulVb9L._AC_UY218_.jpg,Il metodo geniale. I segreti del cervello per apprendere velocemente e amare lo studio,Giulio Deangeli,28 feb. 2023,856,Società e scienze sociali
B08861MLL6,https://m.media-amazon.com/images/I/716SfHbfRwL._AC_UY218_.jpg,Fare pace con se stessi,Thich Nhat Hanh,5 mag. 2020,838,Società e scienze sociali
8851182442,https://m.media-amazon.com/images/I/61g0qCTsQZL._AC_UY218_.jpg,Io non ci sto più. Consigli pratici per riconoscere un manipolatore affettivo e liberarsene,Roberta Bruzzone,24 nov. 2020,831,Società e scienze sociali
B087CRQCF8,https://m.media-amazon.com/images/I/71n2o34MiEL._AC_UY218_.jpg,"Buddismo per Principianti: la Strada per una Vita più Serena, Felice e Senza Stress",Martin Morris,20 apr. 2020,796,Società e scienze sociali
8863865825,https://m.media-amazon.com/images/I/61IgmCicYJL._AC_UY218_.jpg,12 regole per la vita. Un antidoto al caos,Jordan B. Peterson,18 feb. 2021,790,Società e scienze sociali
8804794143,https://m.media-amazon.com/images/I/51L+nYdCl7L._AC_UY218_.jpg,"Chiedi bene e ti sarà dato. Le domande che ti cambiano lo sguardo, la mente, la vita",Paolo Borzacchiello,18 mar. 2025,784,Società e scienze sociali
8859015189,https://m.media-amazon.com/images/I/71j1Di+sZjL._AC_UY218_.jpg,Abecedario murale. Nuova ediz.,Camillo Bortolato,11 gen. 2018,780,Società e scienze sociali
B06XCGBTPP,https://m.media-amazon.com/images/I/71rJjr9CmyL._AC_UY218_.jpg,L’arte di ottenere ragione: esposta in 38 stratagemmi (Opere di Arthur Schopenhauer Vol. 1),Arthur Schopenhauer,23 mar. 2017,763,Società e scienze sociali
8806214896,https://m.media-amazon.com/images/I/711RbYui+SL._AC_UY218_.jpg,L'ora di lezione. Per un'erotica dell'insegnamento,Massimo Recalcati,2 set. 2014,758,Società e scienze sociali
8804804297,https://m.media-amazon.com/images/I/71vOFHI4igL._AC_UY218_.jpg,Figlia del temporale,Valentina D'Urbano,27 gen. 2026,756,Società e scienze sociali
8807888297,https://m.media-amazon.com/images/I/61lQriVP09L._AC_UY218_.jpg,Le mani della madre,Massimo Recalcati,26 mag. 2016,742,Società e scienze sociali
8817191035,https://m.media-amazon.com/images/I/61gF-IeKmKL._AC_UY218_.jpg,Non chiamatemi Jessica Fletcher,Alice Guerra,29 apr. 2025,735,Società e scienze sociali
8807174006,https://m.media-amazon.com/images/I/61I2vA17KfL._AC_UY218_.jpg,Il libro delle emozioni,Umberto Galimberti,16 set. 2021,733,Società e scienze sociali
B08L8KCT3C,https://m.media-amazon.com/images/I/71tSJHa7gOL._AC_UY218_.jpg,Deep work: Quattro regole per ritrovare il focus sulle attività davvero importanti,Cal Newport,1 feb. 2022,725,Società e scienze sociali
8804776455,https://m.media-amazon.com/images/I/61J9CocPz1L._AC_UY218_.jpg,"Grazie, Occidente! Tutto il bene che abbiamo fatto",Federico Rampini,10 set. 2024,718,Società e scienze sociali
B09TZ2LNHK,https://m.media-amazon.com/images/I/71vywg3HUeL._AC_UY218_.jpg,Metodo Montessori: La Miglior Guida per Crescere il tuo Bambino da 0 a 3 Anni in modo Sano. Stimola la sua Mente con 375+ Attività Pratiche di Sviluppo e Sensoriali in Casa e all'Aperto,Serena De Micheli,6 mar. 2022,717,Società e scienze sociali
B08L7ZT9BN,https://m.media-amazon.com/images/I/81OcszTAufL._AC_UY218_.jpg,I quattro maestri,Vito Mancuso,5 nov. 2020,717,Società e scienze sociali
8830102644,https://m.media-amazon.com/images/I/71dF+CcBygL._AC_UY218_.jpg,La scelta,Sigfrido Ranucci,7 feb. 2024,713,Società e scienze sociali
880475916X,https://m.media-amazon.com/images/I/81+JZJxllZL._AC_UY218_.jpg,Il tempo del bosco,Mario Calabresi,17 set. 2024,707,Società e scienze sociali
B08XXZXR9S,https://m.media-amazon.com/images/I/61EdyVoj51L._AC_UY218_.jpg,UOMINI: Tutto quello che una donna dovrebbe sapere,Marco Diso,1 mar. 2021,691,Società e scienze sociali
8860306485,https://m.media-amazon.com/images/I/711ADrXwNSL._AC_UY218_.jpg,Non è più come prima. Elogio del perdono nella vita amorosa,Massimo Recalcati,12 mar. 2014,677,Società e scienze sociali
8807902583,https://m.media-amazon.com/images/I/71Nyq2RZIvL._AC_UY218_.jpg,La brevità della vita,Seneca,31 mar. 2022,675,Società e scienze sociali
B0CZSJG1TG,https://m.media-amazon.com/images/I/61tWEMhepsL._AC_UY218_.jpg,Dentro di me c'è un posto bellissimo. Imparare a volersi bene affinché l'amore accada,Ameya Gabriella Canovi,24 set. 2024,672,Società e scienze sociali
B09GY4PCNM,https://m.media-amazon.com/images/I/71QZF6ilJ4L._AC_UY218_.jpg,La Legge dell'Attrazione: Il segreto per far cospirare l’universo a tuo favore e manifestare i tuoi desideri,Gaia Zendali,23 set. 2021,672,Società e scienze sociali
B009J5ZO1M,https://m.media-amazon.com/images/I/71i7JVoxAVL._AC_UY218_.jpg,Cambia l'abitudine di essere te stesso. Nuova Edizione: La Fisica Quantistica nella vita quotidiana,Joe Dispenza,8 feb. 2024,658,Società e scienze sociali
8883141210,https://m.media-amazon.com/images/I/71u055sNq0L._AC_UY218_.jpg,Sulla pelle viva. Come si costruisce una catastrofe. Il caso Vajont,Tina Merlin,20 giu. 2016,650,Società e scienze sociali
8804766417,https://m.media-amazon.com/images/I/61Fy9n05VUL._AC_UY218_.jpg,Vincere l'ansia. Un percorso in 8 lezioni,Raffaele Morelli,26 apr. 2023,645,Società e scienze sociali
8827200290,https://m.media-amazon.com/images/I/71DGQ3haTDL._AC_UY218_.jpg,Il potere del subconscio,Joseph Murphy,1 lug. 1990,638,Società e scienze sociali
885901347X,https://m.media-amazon.com/images/I/81DhIYAR7HL._AC_UY218_.jpg,"Italiano in seconda con il metodo analogico. Lettura, comprensione, scrittura, ortografia, grammatica, lessico. Con Prodotti vari",Camillo Bortolato,25 mag. 2017,632,Società e scienze sociali
8807882000,https://m.media-amazon.com/images/I/61dPARllfUL._AC_UY218_.jpg,Umberto Galimberti Le cose dell'amore: Opere 15,Umberto Galimberti,25 set. 2013,627,Società e scienze sociali
880472434X,https://m.media-amazon.com/images/I/81A6a+gcZ0L._AC_UY218_.jpg,Le disobbedienti. Storie di sei donne che hanno cambiato l’arte,Elisabetta Rasy,19 mag. 2020,606,Società e scienze sociali
8806235656,https://m.media-amazon.com/images/I/71tF4bcdjIL._AC_UY218_.jpg,"I segreti di Istanbul. Storie, luoghi e leggende di una capitale",Corrado Augias,19 set. 2017,600,Società e scienze sociali
8804746882,https://m.media-amazon.com/images/I/61blT3WHL0L._AC_UY218_.jpg,Nessuno torna indietro,Alba De Céspedes,17 mag. 2022,590,Società e scienze sociali
B0CGM8W5C1,https://m.media-amazon.com/images/I/51UEGy2daqL._AC_UY218_.jpg,"Corpo Intelligente: Come usare il Movimento per trasformare te stesso, calmare la mente e liberare il corpo",Ale Demaria,5 set. 2023,564,Società e scienze sociali
8857306623,https://m.media-amazon.com/images/I/611123oaPhL._AC_UY218_.jpg,Calmo e attento come una ranocchia. Esercizi di mindfulness per bambini (e genitori),Eline Snel,29 ott. 2015,562,Società e scienze sociali
8893445484,https://m.media-amazon.com/images/I/71Et31GXR1L._AC_UY218_.jpg,Il razzismo spiegato a mia figlia. Con «1998-2018. Il razzismo è in buona salute». Nuova ediz.,Tahar Ben Jelloun,5 lug. 2018,559,Società e scienze sociali
8811009766,https://m.media-amazon.com/images/I/61Hz7mmRdNL._AC_UY218_.jpg,Non ti manchi mai la gioia. Breve itinerario di liberazione,Vito Mancuso,14 nov. 2023,557,Società e scienze sociali
8894611779,https://m.media-amazon.com/images/I/619fG2DPjPL._AC_UY218_.jpg,Gli Dèi della Bibbia: Sulle tracce degli antichi Creatori,Mauro Biglino,6 lug. 2023,554,Società e scienze sociali
8829702730,https://m.media-amazon.com/images/I/719jZIPOTXL._AC_UY218_.jpg,Eroi,Giorgio Ieranò,24 ott. 2019,539,Società e scienze sociali
8806227157,https://m.media-amazon.com/images/I/71JnIBqemLL._AC_UY218_.jpg,"La gioia di educare: Non siamo capaci di ascoltarli-Voi, noi-I figli non crescono più",Paolo Crepet,8 apr. 2015,534,Società e scienze sociali
8868363976,https://m.media-amazon.com/images/I/71zgN09h6GL._AC_UY218_.jpg,Libro degli angeli e dell'io celeste. Che angelo sei?,Igor Sibaldi,5 set. 2017,528,Società e scienze sociali
8811006457,https://m.media-amazon.com/images/I/61QqBfZQjkL._AC_UY218_.jpg,La mente del bambino. Mente assorbente,Maria Montessori,14 giu. 2022,520,Società e scienze sociali
885901896X,https://m.media-amazon.com/images/I/711YMyxzqeL._AC_UY218_.jpg,In seconda con il metodo analogico: La linea del 100-Italiano in seconda con il metodo analogico. Con strumento,Camillo Bortolato,29 lug. 2019,520,Società e scienze sociali
8804801816,https://m.media-amazon.com/images/I/71Cix2uH+DL._AC_UY218_.jpg,Alzarsi all'alba,Mario Calabresi,16 set. 2025,517,Società e scienze sociali
883460332X,https://m.media-amazon.com/images/I/61fkFPSRT4L._AC_UY218_.jpg,Costruire il nemico,Umberto Eco,17 set. 2020,515,Società e scienze sociali
8807091844,https://m.media-amazon.com/images/I/61i-nHhkHSL._AC_UY218_.jpg,Lezioni d'amore per un figlio. Accompagnare i ragazzi nei labirinti dell'adolescenza,Stefano Rossi,29 ago. 2023,515,Società e scienze sociali
B094ZL8DRH,https://m.media-amazon.com/images/I/71uoH-1hDvL._AC_UY218_.jpg,"Comunicazione Assertiva: La guida per migliorare il proprio modo di comunicare, imparare a dire “no” e dare valore alle parole",Angela Rivoli,15 mag. 2021,514,Società e scienze sociali
8829702722,https://m.media-amazon.com/images/I/61HMhw0QacL._AC_UY218_.jpg,Olympos,Giorgio Ieranò,24 ott. 2019,513,Società e scienze sociali
8804709154,https://m.media-amazon.com/images/I/81hBxqVr4oL._AC_UY218_.jpg,"Cacciatore di mafiosi. Le indagini, i pedinamenti, gli arresti di un magistrato in prima linea",Alfonso Sabella,23 lug. 2019,513,Società e scienze sociali
8807885506,https://m.media-amazon.com/images/I/71tsnltssML._AC_UY218_.jpg,Il complesso di Telemaco. Genitori e figli dopo il tramonto del padre,Massimo Recalcati,24 set. 2014,510,Società e scienze sociali
B09TZ5W4L2,https://m.media-amazon.com/images/I/617o0JQTrbL._AC_UY218_.jpg,Perché tu vali! Un libro pieno d’amore. Per te.,Giovanna Terrizzi,7 mar. 2022,509,Società e scienze sociali
B09QNV72WP,https://m.media-amazon.com/images/I/61v+qQyWIlL._AC_UY218_.jpg,Apprendimento Rivoluzionario: L'unico Metodo Scientifico per Apprendere Velocemente,Gianni Golfera,21 gen. 2022,501,Società e scienze sociali
8859004373,https://m.media-amazon.com/images/I/81SBEVr3EhL._AC_UY218_.jpg,Primi voli. Fare,Camillo Bortolato,6 ago. 2013,497,Società e scienze sociali
8842097357,https://m.media-amazon.com/images/I/71+JkKPYLmL._AC_UY218_.jpg,Modernita' Liquida,Bauman,22 set. 2011,489,Società e scienze sociali
8804792094,https://m.media-amazon.com/images/I/712bh9Bh1vL._AC_UY218_.jpg,Aspettami al Caffè Napoli,Chiara Gily,18 mar. 2025,489,Società e scienze sociali
8865801727,https://m.media-amazon.com/images/I/61cGHYIVnJL._AC_UY218_.jpg,"Benvenuto fratellino, benvenuta sorellina: Favorire l’accoglienza del nuovo nato e la relazione tra fratelli – Strategie ed emozioni per una famiglia che cresce",Giorgia Cozza,1 gen. 2018,480,Società e scienze sociali
8817190896,https://m.media-amazon.com/images/I/616BbWVH9NL._AC_UY218_.jpg,Quella volta. Un viaggio nel passato di tutti noi,Gerry Scotti,29 ott. 2024,477,Società e scienze sociali
8817191183,https://m.media-amazon.com/images/I/81N8Rres4yL._AC_UY218_.jpg,Cuori spettinati. Amori catartici e attrazioni fatali. Il significato degli incontri che ti cambiano la vita,Matteo Sinatti,1 apr. 2025,472,Società e scienze sociali
8815384464,https://m.media-amazon.com/images/I/71TJ+TmWQ+L._AC_UY218_.jpg,Machina sapiens. L'algoritmo che ci ha rubato il segreto della conoscenza,Nello Cristianini,15 mar. 2024,470,Società e scienze sociali
8883375793,https://m.media-amazon.com/images/I/71oRDZDBMLL._AC_UY218_.jpg,I miserabili. Ediz. integrale. Con Segnalibro,Victor Hugo,12 dic. 2017,462,Società e scienze sociali
8809052277,https://m.media-amazon.com/images/I/61M9qE5scIL._AC_UY218_.jpg,Giù la maschera. Come riconoscere le emozioni dall'espressione del viso,Wallace V. Friesen Paul Ekman,16 mag. 2007,461,Società e scienze sociali
8809872924,https://m.media-amazon.com/images/I/71hgAP0ExBL._AC_UY218_.jpg,"Il diario delle regole di italiano: Mappe, schemi e tabelle di morfologia e sintassi",Paola Anna Sacchetti,31 ott. 2018,459,Società e scienze sociali
B0F643T3Q4,https://m.media-amazon.com/images/I/81WqWkZakgL._AC_UY218_.jpg,Il cuore indomito delle donne,Joshilyn Jackson,18 giu. 2025,454,Società e scienze sociali
885730406X,https://m.media-amazon.com/images/I/91Ls8MiLgwL._AC_UY218_.jpg,La ferita dei non amati,Peter Schellenbaum,7 ago. 2015,450,Società e scienze sociali
8845402223,https://m.media-amazon.com/images/I/71fkQH7rEZL._AC_UY218_.jpg,La principessa che voleva amare Narciso. Come uscire insieme dai labirinti del cuore,Maria Chiara Gritti,4 nov. 2021,449,Società e scienze sociali
881100652X,https://m.media-amazon.com/images/I/61pAq4-gaFL._AC_UY218_.jpg,Il segreto dell'infanzia,Maria Montessori,12 lug. 2022,438,Società e scienze sociali
8806247220,https://m.media-amazon.com/images/I/61kWL76NjDL._AC_UY218_.jpg,Arcipelago N. Variazioni sul narcisismo,Vittorio Lingiardi,4 mag. 2021,432,Società e scienze sociali
8806233122,https://m.media-amazon.com/images/I/719VfGPZLUL._AC_UY218_.jpg,Il tennis come esperienza religiosa,David Foster Wallace,1 feb. 2021,432,Società e scienze sociali
B08KY96PKV,https://m.media-amazon.com/images/I/81a4Ug6iYbL._AC_UY218_.jpg,The Greatest Secret: Il segreto più grande,Rhonda Byrne,7 gen. 2021,431,Società e scienze sociali
B09LH4S276,https://m.media-amazon.com/images/I/71j1DKUamqL._AC_UY218_.jpg,La cattiva ABITUDINE di essere INFELICI,Ivan Petruzzi,14 nov. 2021,430,Società e scienze sociali
8843088181,https://m.media-amazon.com/images/I/71uM2hRGNdL._AC_UY218_.jpg,Didattica speciale e inclusione scolastica,Lucio Cottini,5 dic. 2017,429,Società e scienze sociali
8809901991,https://m.media-amazon.com/images/I/715SfsE5JlL._AC_UY218_.jpg,Il pensiero giapponese: Viaggio nello stile di vita del Sol Levante,Mai Yen Le,18 nov. 2020,428,Società e scienze sociali
B0DQ75HKST,https://m.media-amazon.com/images/I/71C4nKuCgDL._AC_UY218_.jpg,Codex Omega: L'enigmatica archeologia antica che riscrive la storia umana,Omega Click,11 dic. 2024,425,Società e scienze sociali
8807892383,https://m.media-amazon.com/images/I/61lai4+azpL._AC_UY218_.jpg,Manuale pratico di psicomagia,ALEJANDRO JODOROWSKY,9 mag. 2019,420,Società e scienze sociali
B06XCB3VM5,https://m.media-amazon.com/images/I/71eVvEA2ReL._AC_UY218_.jpg,L’arte di essere felici (Opere di Arthur Schopenhauer Vol. 2),Arthur Schopenhauer,23 mar. 2017,420,Società e scienze sociali
B0BFVCNJHD,https://m.media-amazon.com/images/I/71A-xVUw7BL._AC_UY218_.jpg,Sei una Ragazza Unica e Speciale: Storie vissute da una bambina per insegnarti ad essere coraggiosa e credere sempre in te stessa. Ideale per bambine e ragazzine,Julia Lee Wilson,22 set. 2022,417,Società e scienze sociali
8804812079,https://m.media-amazon.com/images/I/71fw1UAvV7L._AC_UY218_.jpg,Bada a come parli. Corso rapido ed efficace di intelligenza linguistica con esercizi,Paolo Borzacchiello,27 gen. 2026,415,Società e scienze sociali
8865882581,https://m.media-amazon.com/images/I/71O27S6mHjL._AC_UY218_.jpg,L'altra storia d'Italia 1948-2022: Vol. 2,Lamberto Rimondini,23 mag. 2023,415,Società e scienze sociali
8838775397,https://m.media-amazon.com/images/I/61CSJBgD3JL._AC_UY218_.jpg,Ginnastica mentale. Esercizi di ginnastica per la mente per disturbi della memoria e altri deficit cognitivi lievi-moderati,Cristina Gueli,15 dic. 2013,411,Società e scienze sociali
8815295674,https://m.media-amazon.com/images/I/61ImWfhU-1L._AC_UY218_.jpg,Attaccamento e amore. Che cosa si nasconde dietro la scelta del partner?,Grazia Attili,5 mag. 2022,411,Società e scienze sociali
8883371100,https://m.media-amazon.com/images/I/71wERGVjLmL._AC_UY218_.jpg,Le confessioni. Ediz. integrale. Con Segnalibro,Agostino,3 nov. 2011,407,Società e scienze sociali
8815299831,https://m.media-amazon.com/images/I/81ZtIt1KUwL._AC_UY218_.jpg,LA SCORCIATOIA. Come le macchine sono diventate intelligenti senza pensare in modo umano,Nello Cristianini,24 feb. 2023,405,Società e scienze sociali
B0BXFCL9GP,https://m.media-amazon.com/images/I/71qNC+PEIoL._AC_UY218_.jpg,Autismo - Cosa fare (e non): Guida rapida per insegnanti - Scuola primaria,Marco Pontis,3 mar. 2023,402,Società e scienze sociali
8804766484,https://m.media-amazon.com/images/I/61rAaB2XXOL._AC_UY218_.jpg,I 9 principi quantici. Riscopri il tuo vero valore con gli esercizi pratici del metodo del cervello quantico,Italo Pentimalli,28 mar. 2023,402,Società e scienze sociali
8817099805,https://m.media-amazon.com/images/I/71pwz7o7aEL._AC_UY218_.jpg,"Papà, fatti sentire. Come liberare le proprie emozioni per diventare genitori migliori",Stefania Andreoli,13 mar. 2018,394,Società e scienze sociali
8855057480,https://m.media-amazon.com/images/I/61fij6SGuGL._AC_UY218_.jpg,Cosa sarò da grande. Accompagnare i nostri bambini alla scoperta della loro strada,Carlotta Cerri,6 feb. 2024,394,Società e scienze sociali
B06XC28YPZ,https://m.media-amazon.com/images/I/91X9m+WLpNL._AC_UY218_.jpg,Come sviluppare l'autodisciplina: Resistere alle tentazioni e raggiungere gli obiettivi a lungo termine,Martin Meadows,27 feb. 2017,392,Società e scienze sociali
