ASIN,Copertina,Titolo,Autore,Data,Recensioni,Categoria
8858053907,https://m.media-amazon.com/images/I/71UwZRg9lcL._AC_UY218_.jpg,L'inganno dei confini. Come la geografia governa il mondo,Simone Guida,6 mag. 2025,171,Politica
8850337949,https://m.media-amazon.com/images/I/61ZHSBuVhzL._AC_UY218_.jpg,Psicologia delle folle,Gustave Le Bon,30 set. 2025,171,Politica
886145545X,https://m.media-amazon.com/images/I/61oh3K5uo7L._AC_UY218_.jpg,Le stagioni. Scorri e gioca. Ediz. illustrata,Nathalie Choux,27 giu. 2013,170,Politica
8820314924,https://m.media-amazon.com/images/I/61W+m3x9OVL._AC_UY218_.jpg,Tecnologia delle armi da fuoco portatili,Giuseppe De Florentiis,1 gen. 1987,169,Politica
8806267175,https://m.media-amazon.com/images/I/61d5lchpiUL._AC_UY218_.jpg,Israele-Palestina in trentasei risposte,Lorenzo Kamel,18 mar. 2025,168,Politica
B0CJZM3ZHT,https://m.media-amazon.com/images/I/71lvEknJsQL._AC_UY218_.jpg,Con la violenza si risolve tutto ovvero quando la diplomazia getta la spugna,Renato Minutolo,31 ott. 2023,168,Politica
B09MYXZ4R8,https://m.media-amazon.com/images/I/61P5b+DRLHL._AC_UY218_.jpg,"Psicopatologia del radical chic. Narcisismo, livore e superiorità morale nella sinistra progressista",Roberto Giacomelli,16 dic. 2021,167,Politica
B0F7HVV2RQ,https://m.media-amazon.com/images/I/61SEtU0Qj3L._AC_UY218_.jpg,Concorsi Polizia di Stato. Test attitudinali e della personalità. Con con software di esercitazione,Patrizia Nissolino,16 mag. 2025,165,Politica
8891443883,https://m.media-amazon.com/images/I/71hPzj2kFPL._AC_UY218_.jpg,Concorsi impiegato comunale. Manuale completo per i concorsi nel Comune. Con Instant Video Simone. Con approfondimenti e normativa di interesse. Con espansioni semplificate,AA.VV.,29 ott. 2025,164,Politica
B0BW1YLZJS,https://m.media-amazon.com/images/I/61KqInV1t9L._AC_UY218_.jpg,RAFFICHE DI BUGIE A Via Fani: Stato e BR Sparano su Aldo Moro,Piero Laporta,3 mar. 2023,164,Politica
8893907119,https://m.media-amazon.com/images/I/61uRRnVgIqL._AC_UY218_.jpg,Romanzo rosso,Pino Corrias,6 mag. 2025,163,Politica
B08R65LBKN,https://m.media-amazon.com/images/I/81FsNoOr3ML._AC_UY218_.jpg,Dispacci: L'orrore del Vietnam negli occhi dei soldati americani,Michael Herr,12 gen. 2021,163,Politica
B00D1OYDMS,https://m.media-amazon.com/images/I/81zVbzk0pLL._AC_UY218_.jpg,Fascismo: Storia e interpretazione (Economica Laterza Vol. 346),Emilio Gentile,30 mag. 2013,161,Politica
8893882809,https://m.media-amazon.com/images/I/61zxwQCooYL._AC_UY218_.jpg,Il libro nero della magistratura. I peccati inconfessati delle toghe italiane nelle sentenze della Sezione disciplinare del CSM,Stefano Zurlo,26 nov. 2020,153,Politica
8831645781,https://m.media-amazon.com/images/I/815wp4YVnVL._AC_UY218_.jpg,Servizi di informazione e sicurezza,Thomas Saintclaire,28 ott. 2019,149,Politica
8891442348,https://m.media-amazon.com/images/I/71n1GSt8JzL._AC_UY218_.jpg,Concorsi istruttore e collaboratore professionale area amministrativa Enti locali. Aree istruttori e operatori esperti. Teoria e quiz per la prova scritta e orale. Nuova ediz. Con espansioni sempl...,AA.VV.,24 mar. 2025,148,Politica
8806221957,https://m.media-amazon.com/images/I/61DuCDY-uaL._AC_UY218_.jpg,Il principe,Niccolò Machiavelli,12 mag. 2014,148,Politica
8858147464,https://m.media-amazon.com/images/I/614Wyi3EMJL._AC_UY218_.jpg,Il governo dei giudici,Sabino Cassese,3 mar. 2022,147,Politica
8806264206,https://m.media-amazon.com/images/I/61VmAAiGooL._AC_UY218_.jpg,Hanno vinto i ricchi. Cronache da una lotta di classe,Riccardo Staglianò,24 set. 2024,146,Politica
8891442445,https://m.media-amazon.com/images/I/61JOL+0QcQL._AC_UY218_.jpg,Compendio di contabilità di Stato e degli enti pubblici,Claudia De Rosa,7 apr. 2025,145,Politica
B0FV8MCCNT,https://m.media-amazon.com/images/I/71xDWmnw-nL._AC_UY218_.jpg,Qualcosa è andato storto,Riccardo Luna,24 ott. 2025,143,Politica
B0BJYM7YG1,https://m.media-amazon.com/images/I/6187VsExtsL._AC_UY218_.jpg,"SERIAL KILLER: Un viaggio tra i peggiori crimini violenti ed i loro artefici. Come i migliori detective, attraverso la criminologia, hanno assicurato alla giustizia le più spietate menti criminali",Roberto Bianchi,22 ott. 2022,141,Politica
8858148916,https://m.media-amazon.com/images/I/71paCBDtLkL._AC_UY218_.jpg,Storia del fascismo,Emilio Gentile,8 nov. 2022,140,Politica
8804765402,https://m.media-amazon.com/images/I/91GdjB6j6mL._AC_UY218_.jpg,Il mago del Cremlino,Giuliano da Empoli,28 giu. 2022,137,Politica
8891443433,https://m.media-amazon.com/images/I/71POfTXkgQL._AC_UY218_.jpg,Concorsi collaboratore e assistente amministrativo aziende sanitarie locali (ASL). Area dei professionisti della salute e dei funzionari e Area degli assistenti,AA.VV.,25 lug. 2025,136,Politica
B0F1Z1W644,https://m.media-amazon.com/images/I/619yibVUkmL._AC_UY218_.jpg,Test psico-attitudinali e colloquio psicologico per i concorsi nelle forze di polizia e nelle forze armate. Con software di simulazione,Patrizia Nissolino,7 apr. 2025,134,Politica
8891443441,https://m.media-amazon.com/images/I/71kUyoY-vmL._AC_UY218_.jpg,Concorsi Collaboratore e Assistente Amministrativo - Aziende Sanitarie Locali (ASL) – Quiz Commentati con Appendice di atti e modulistica per la prova pratica,AA.VV.,15 lug. 2025,134,Politica
8807175355,https://m.media-amazon.com/images/I/7145JysVRrL._AC_UY218_.jpg,La Cina ha vinto,Alessandro Aresu,2 set. 2025,133,Politica
B0DHLQ9GDX,https://m.media-amazon.com/images/I/712npGTiMkL._AC_UY218_.jpg,Invece della catastrofe: Perché costruire un'alternativa è ormai indispensabile: 1,Giulietto Chiesa,5 feb. 2013,133,Politica
8858145151,https://m.media-amazon.com/images/I/71mVG8MgrgL._AC_UY218_.jpg,La Cina nuova,Simone Pieranni,23 set. 2021,131,Politica
8807897717,https://m.media-amazon.com/images/I/61DMzsI4m5L._AC_UY218_.jpg,La tirannia del merito,Sandel,21 apr. 2023,130,Politica
8806238701,https://m.media-amazon.com/images/I/61FKyijk9nS._AC_UY218_.jpg,Lettere dalla prigionia,Aldo Moro,1 feb. 2021,129,Politica
B0F85VQ88K,https://m.media-amazon.com/images/I/71JUZ-X3EqL._AC_UY218_.jpg,Gaza Meloni. La politica estera di uno Stato satellite,Alessandro Orsini,9 set. 2025,128,Politica
8843071947,https://m.media-amazon.com/images/I/61al7EYpApL._AC_UY218_.jpg,La guerra fredda,Mario Del Pero,27 mar. 2014,127,Politica
8867583220,https://m.media-amazon.com/images/I/71IVqud7-nL._AC_UY218_.jpg,Socialismo liberale,Carlo Rosselli,1 gen. 2023,126,Politica
8858051793,https://m.media-amazon.com/images/I/61n6kG8x28L._AC_UY218_.jpg,Atlante storico. Dal Novecento ai giorni nostri,Dario Fabbri,4 giu. 2024,125,Politica
8804772999,https://m.media-amazon.com/images/I/71sMgwq9JfL._AC_UY218_.jpg,"2040 VentiQuaranta. Stati Uniti, democrazia in bilico",Breaking Italy,21 gen. 2025,124,Politica
8806160885,https://m.media-amazon.com/images/I/21Uf2xoPUGL._AC_UY218_.jpg,Modelli di filosofia politica,Stefano Petrucciani,7 mag. 2003,123,Politica
B0DNRRHG2G,https://m.media-amazon.com/images/I/511YbgwqOeL._AC_UY218_.jpg,Il complotto,Francesco Bellomo,18 feb. 2025,121,Politica
8868337657,https://m.media-amazon.com/images/I/61WrVIepKAL._AC_UY218_.jpg,"La strategia della tensione. Servizi segreti, partiti, golpe falliti, terrore fascista, politica internazionale: un bilancio definitivo",Aldo Giannuli,24 mag. 2018,120,Politica
8804551305,https://m.media-amazon.com/images/I/81FrU6IjsuL._AC_UY218_.jpg,"L'impero di Cindia. Cina, India e dintorni: la superpotenza asiatica da tre miliardi di persone",Federico Rampini,2 mag. 2006,117,Politica
8850256507,https://m.media-amazon.com/images/I/61ZDAgnCK8L._AC_UY218_.jpg,"Io vivo nell'ombra. La vita, l'addestramento, le missioni ad alto rischio di un fondatore del GIS",Comandante Alfa,13 feb. 2020,116,Politica
B0DVMKDPGM,https://m.media-amazon.com/images/I/71e7cQ11DxL._AC_UY218_.jpg,La Costituzione della Repubblica Italiana,AA.VV.,16 apr. 2025,115,Politica
8804761350,https://m.media-amazon.com/images/I/711MK072VfL._AC_UY218_.jpg,"Uccidere un fascista. Sergio Ramelli, una vita spezzata dall'odio",Giuseppe Culicchia,4 mar. 2025,115,Politica
B07T1M3WH8,https://m.media-amazon.com/images/I/71VjYyeOUUL._AC_UY218_.jpg,L'anarchia,Errico Malatesta,14 giu. 2019,115,Politica
8829702927,https://m.media-amazon.com/images/I/618LX1nv-6L._AC_UY218_.jpg,Cattiva maestra televisione,Popper,1 dic. 2025,115,Politica
8815284850,https://m.media-amazon.com/images/I/61hJGn0RigL._AC_UY218_.jpg,Storia internazionale. Dal 1919 a oggi,Antonio Varsori,6 feb. 2020,115,Politica
B0FLPX42DN,https://m.media-amazon.com/images/I/61pKH5u4FML._AC_UY218_.jpg,Dall'economia dell'occupazione all'economia del genocidio: Rapporto della Relatrice Speciale Onu per i diritti umani sui territori occupati da Israele,Francesca Albanese,8 ago. 2025,113,Politica
8804784474,https://m.media-amazon.com/images/I/71Bc0k4M4qL._AC_UY218_.jpg,"2100. Come sarà l'Asia, come saremo noi",Simone Pieranni,3 set. 2024,113,Politica
8804804149,https://m.media-amazon.com/images/I/71kCsWUU59L._AC_UY218_.jpg,Lago Santo. Un'indagine del commissario Soneri,Valerio Varesi,16 set. 2025,111,Politica
8807174073,https://m.media-amazon.com/images/I/61II+dlcR3L._AC_UY218_.jpg,"Il dominio del XXI secolo. Cina, Stati Uniti e la guerra invisibile sulla tecnologica",Alessandro Aresu,31 ott. 2022,111,Politica
8880575228,https://m.media-amazon.com/images/I/716+ju79-JL._AC_UY218_.jpg,"I vicini scomodi. Storia di un ebreo di provincia, di sua moglie e dei suoi tre figli negli anni del fascismo",Roberto Matatia,9 gen. 2014,110,Politica
8891443131,https://m.media-amazon.com/images/I/617Bb4POO7L._AC_UY218_.jpg,Concorso Ufficiale d'Anagrafe e di Stato Civile - Manuale Teorico-Pratico - Per la preparazione ai concorsi nei servizi demografici del Comune,AA.VV.,11 giu. 2025,106,Politica
8834618807,https://m.media-amazon.com/images/I/61Vaal0RPqL._AC_UY218_.jpg,La fine dell'impero americano. Guida al Nuovo Disordine Mondiale,Alan Friedman,8 ott. 2024,105,Politica
8872857015,https://m.media-amazon.com/images/I/71W9OjycbIL._AC_UY218_.jpg,Gaza. Restiamo umani,Vittorio Arrigoni,13 lug. 2011,104,Politica
8804792868,https://m.media-amazon.com/images/I/61JITnNpuiL._AC_UY218_.jpg,Finimondo. Come Hitler e Mussolini cambiarono la Storia. E come Trump la sta riscrivendo,Bruno Vespa,30 ott. 2025,103,Politica
8850503717,https://m.media-amazon.com/images/I/71hOCSkhE9L._AC_UY218_.jpg,Concorso Polizia di Stato - 4617 Allievi Agenti - Manuale completo per la preparazione alle prove scritte per i Civili e per i VFP1/VFP4,AA.VV,28 apr. 2025,99,Politica
8804751738,https://m.media-amazon.com/images/I/71t2xBvx2LL._AC_UY218_.jpg,Anni di piombo e di tritolo. 1969-1980. Il terrorismo nero e il terrorismo rosso da piazza Fontana alla strage di Bologna,Gianni Oliva,3 mag. 2022,99,Politica
8856687194,https://m.media-amazon.com/images/I/61LWbWMfNNL._AC_UY218_.jpg,L'inferno è pieno di buone intenzioni. I danni del buonismo,Nicola Porro,11 nov. 2025,98,Politica
8891442658,https://m.media-amazon.com/images/I/71AWlN5PSYL._AC_UY218_.jpg,Concorso Agenzia delle Entrate. 2700 funzionari giuridico tributari. Manuale. Con espansioni online. Con software per la simulazione della prova,AA.VV.,16 lug. 2025,97,Politica
8833894797,https://m.media-amazon.com/images/I/61MCmMiAmNL._AC_UY218_.jpg,La stagione delle spie. Indagine sugli agenti russi in Italia,Antonio Talia,29 ago. 2023,97,Politica
8849802854,https://m.media-amazon.com/images/I/71N3EDC0hbL._AC_UY218_.jpg,"I servizi e le attività di informazione e di controinformazione. Abecedario per principianti, politici e militari, civili e gente comune",Francesco Cossiga,1 apr. 2002,94,Politica
B0F7M5CZNW,https://m.media-amazon.com/images/I/61dXVHqRd4L._AC_UY218_.jpg,The Presidents,Monica Maggioni,14 mag. 2025,92,Politica
886250957X,https://m.media-amazon.com/images/I/71NlYF-cd2L._AC_UY218_.jpg,Vent'anni di sovranismo. Dall'euro a Trump,Claudio Borghi Aquilini,16 mag. 2025,92,Politica
8817161861,https://m.media-amazon.com/images/I/71x0X7iS9SL._AC_UY218_.jpg,Diventa un tiranno. Da Gheddafi ai dittatori di oggi 10 lezioni per comandare il mondo,Antonio Losito,22 mar. 2022,92,Politica
8891444499,https://m.media-amazon.com/images/I/71sJWoIYsXL._AC_UY218_.jpg,Concorsi RIPAM per ASSISTENTI – 2913 Ass. amministrativi – 949 Ass. INPS – 498 Ass. economici (3997 varie amministrazioni) – 600 Ass. amministrativi (1100 Ministero Difesa) - Manuale e quiz,AA.VV.,5 gen. 2026,91,Politica
8891442631,https://m.media-amazon.com/images/I/81H1fn-fJvL._AC_UY218_.jpg,Concorso INPS 2025 Assistenti - Manuale per la preparazione al concorso - Teoria e Quiz,AA.VV,30 apr. 2025,90,Politica
8817163341,https://m.media-amazon.com/images/I/71IhbTph-JL._AC_UY218_.jpg,Stragisti. Da Giuseppe Graviano a Matteo Messina Denaro. Uomini e donne delle bombe di Mafia,Lirio Abbate,26 apr. 2022,90,Politica
8807174243,https://m.media-amazon.com/images/I/71md1d-yoLL._AC_UY218_.jpg,"La strage di Bologna. Bellini, i Nar, i mandanti e un perdono tradito",Paolo Morando,17 gen. 2023,89,Politica
8807884496,https://m.media-amazon.com/images/I/61mABrqcphL._AC_UY218_.jpg,Enrico Berlinguer,Valentini,7 mag. 2014,88,Politica
8806223437,https://m.media-amazon.com/images/I/51XwJod-QUL._AC_UY218_.jpg,L'età dei diritti,Norberto Bobbio,18 lug. 2014,88,Politica
B0GCDWG79F,https://m.media-amazon.com/images/I/81EEhcQyD4L._AC_UY218_.jpg,"Concorso Ripam 3997 posti, profilo 2913 Assistenti amministrativi e Concorso 1100 posti Ministero della Difesa, profilo per 600 Assistenti amministrativi. Manuale unico con Teoria e Quiz per entrambi",AA. VV.,6 gen. 2026,86,Politica
8806267663,https://m.media-amazon.com/images/I/61FCVKevBgL._AC_UY218_.jpg,Libera università,Tomaso Montanari,18 feb. 2025,86,Politica
8893907488,https://m.media-amazon.com/images/I/61fAAr1kRVL._AC_UY218_.jpg,Uomo morto non mente. La notte più oscura della Repubblica,Flavia Carlini,28 ott. 2025,85,Politica
B0DR3Q2Y75,https://m.media-amazon.com/images/I/71xMS2psDZL._AC_UY218_.jpg,Guerra bianca. Sul fronte artico del conflitto mondiale,Marzio G. Mian,11 apr. 2025,85,Politica
8858151658,https://m.media-amazon.com/images/I/718XLHJi7dL._AC_UY218_.jpg,L'eco del boato. Storia della strategia della tensione 1965-1974,Mirco Dondi,5 mag. 2023,85,Politica
889143888X,https://m.media-amazon.com/images/I/71bP2AMNS5L._AC_UY218_.jpg,"Concorsi per Informatici nella Pubblica Amministrazione, Enti locali e Amministrazioni centrali. Teoria e quiz",AA.VV.,8 mag. 2024,85,Politica
B0DVH7D8L9,https://m.media-amazon.com/images/I/61r0daG62jL._AC_UY218_.jpg,"Supera la prova orale del concorso docenti : UDA, lezioni simulate e consigli utili per prepararsi in maniera efficace al colloquio con la commissione.",NextEu  Editore,30 gen. 2025,84,Politica
8828214503,https://m.media-amazon.com/images/I/51u4h8j2YmL._AC_UY218_.jpg,Demagonia. Dove porta la politica delle illusioni,Mario Monti,7 mag. 2024,84,Politica
8842832049,https://m.media-amazon.com/images/I/51vJSh8mCzL._AC_UY218_.jpg,"Geopolitica dello spazio. Storia, economia e futuro di un nuovo continente",Emilio Cozzi,4 ott. 2024,82,Politica
8894953076,https://m.media-amazon.com/images/I/7182bHyYduL._AC_UY218_.jpg,"Skorpio. Vincenzo Li Causi, morte di un agente segreto: 18",Massimiliano Giannantoni,4 ott. 2018,81,Politica
8815290664,https://m.media-amazon.com/images/I/71MwE8OtXCL._AC_UY218_.jpg,Storia dell'amministrazione italiana,Guido Melis,15 ott. 2020,81,Politica
B0GBKKYTZW,https://m.media-amazon.com/images/I/71Ysb9InrwL._AC_UY218_.jpg,Che cos'è la disinformazione: Quando la società libera inganna i cittadini (Smartbook),Alessandro Orsini,29 dic. 2025,80,Politica
B0G2MLK9LM,https://m.media-amazon.com/images/I/61fVNWlThdL._AC_UY218_.jpg,Il porcospino d'acciaio: Occidente ultimo atto,Luciano Canfora,21 nov. 2025,78,Politica
B0CTD94VTG,https://m.media-amazon.com/images/I/710no8moQdL._AC_UY218_.jpg,Il libro nero di Hamas. L'antisemitsmo islamico e il miraggio dei due Stati,Carlo Panella,23 apr. 2024,78,Politica
8806270397,https://m.media-amazon.com/images/I/515PLo3emPL._AC_UY218_.jpg,Donald. Storia molto più che leggendaria di un Golden Man,Stefano Massini,13 mag. 2025,77,Politica
8886860579,https://m.media-amazon.com/images/I/61h4oITCGAL._AC_UY218_.jpg,Il Mistero della Situazione Internazionale,Fausto Carotenuto,3 set. 2024,76,Politica
8817124753,https://m.media-amazon.com/images/I/81oscUapB-L._AC_UY218_.jpg,Discorsi sopra la prima deca di Tito Livio,Niccolò Machiavelli,10 ott. 1984,76,Politica
8855198904,https://m.media-amazon.com/images/I/616SFr+LdnL._AC_UY218_.jpg,Ucraina. Controstoria del conflitto. Oltre i miti occidentali,Benedetta Sabene,24 nov. 2023,74,Politica
8858150066,https://m.media-amazon.com/images/I/51kjcqQpN6L._AC_UY218_.jpg,Le stragi sono tutte un mistero,Benedetta Tobagi,3 mag. 2024,72,Politica
8815232338,https://m.media-amazon.com/images/I/31MlKP7PhSL._AC_UY218_.jpg,Manuale di storia del pensiero politico,C. Galli,29 set. 2011,72,Politica
8891444340,https://m.media-amazon.com/images/I/71t8+fO8ssL._AC_UY218_.jpg,"Concorso Ministero della Cultura 1800 assistenti. 1500 Assistenti per la tutela, accoglienza e vigilanza per il patrimonio e i servizi culturali (Cod. 01). Manuale per la preparazione",AA.VV.,18 dic. 2025,71,Politica
B0DJDXGG5Q,https://m.media-amazon.com/images/I/61vSiYr1s9L._AC_UY218_.jpg,La rivalsa del nero,Fabio Salamida,15 apr. 2025,71,Politica
8849881223,https://m.media-amazon.com/images/I/61v5B8u3hxL._AC_UY218_.jpg,La missione possibile. La costruzione di un partito liberal-democratico e riformatore,Luigi Marattin,13 set. 2024,70,Politica
8829705241,https://m.media-amazon.com/images/I/71ZVwi0LFqL._AC_UY218_.jpg,I bambini di Asperger,Sheffer,28 mar. 2025,69,Politica
8892922130,https://m.media-amazon.com/images/I/515uxFGYhQL._AC_UY218_.jpg,Il libretto rosso. Ediz. speciale,Tse-tung Mao,9 mag. 2025,69,Politica
8822742133,https://m.media-amazon.com/images/I/810U+Xmn0AL._AC_UY218_.jpg,"La grande storia delle legioni romane. Segreti, tattiche, armi e battaglie del più formidabile esercito dell’antichità",Raffaele D'Amato,10 nov. 2023,69,Politica
8891442399,https://m.media-amazon.com/images/I/71TMS3lFBXL._AC_UY218_.jpg,"Concorsi istruttore direttivo e funzionario. Enti locali area amministrativa dei funzionari e dell'elevata qualificazione (categoria D). Teoria e quiz per la prova preselettiva, scritta e orale. C...",AA.VV.,4 apr. 2025,68,Politica
B0DQYNHDZ1,https://m.media-amazon.com/images/I/71JMWyH+WHL._AC_UY218_.jpg,Concorso Accademia Aeronautica di Pozzuoli. Manuale completo per tutte le prove d'esame. Con espansione online. Con software di simulazione,Patrizia Nissolino,3 gen. 2025,68,Politica
B0FKGSMMJF,https://m.media-amazon.com/images/I/7135AWp40jL._AC_UY218_.jpg,Concorso Ministero della Giustizia 2600 assistenti a supporto della giurisdizione dei servizi di cancelleria. Manuale di teoria e quiz per la prova scritta. Con software di simulazione,AA. VV.,8 ago. 2025,68,Politica
8833585018,https://m.media-amazon.com/images/I/71CgpUDrE7L._AC_UY218_.jpg,Concorso collaboratore professionale e istruttore area amministrativa Cat. B e C. Quiz commentati e suddivisi per capitoli,aa.vv.,19 apr. 2024,67,Politica
B0FF3HL8VL,https://m.media-amazon.com/images/I/61BynGfHiyL._AC_UY218_.jpg,Manuale anti-propaganda: come riconoscere e smontare le balle putiniane: Guida satirica ma documentata per sopravvivere alle supercazzole del Cremlino,Avv. Francesco Catania Avv.,22 giu. 2025,67,Politica
8891442356,https://m.media-amazon.com/images/I/71wyKi8l9gL._AC_UY218_.jpg,Concorsi dirigente amministrativo-contabile nelle Regioni e negli Enti locali. Manuale per tutte le prove. Con approfondimenti e Normativa di interesse. Con espansione online. Con software online ...,AA.VV.,21 mar. 2025,66,Politica
8858119304,https://m.media-amazon.com/images/I/71VDCUjcxpL._AC_UY218_.jpg,Il diritto di avere diritti,Stefano Rodotà,19 mar. 2015,65,Politica
8883585569,https://m.media-amazon.com/images/I/91MypOe3tAL._AC_UY218_.jpg,La società aperta e i suoi nemici. Platone totalitario (Vol. 1),Karl R. Popper,1 set. 2004,65,Politica
B0FNNFVRG7,https://m.media-amazon.com/images/I/71qZL3BvBgL._AC_UY218_.jpg,Non è colpa dello specchio se le facce sono storte: Diario di un filorusso,Paolo Nori,16 set. 2025,64,Politica
8891442542,https://m.media-amazon.com/images/I/71vTNcYCc9L._AC_UY218_.jpg,"Concorsi istruttore e istruttore direttivo contabile. Enti locali. Area economico-finanziaria degli istruttori, dei funzionari e dell'elevata qualificazione. Manuale per la preparazione. Nuova edi...",AA.VV.,9 apr. 2025,63,Politica
8862509502,https://m.media-amazon.com/images/I/710QyJLzL1L._AC_UY218_.jpg,La società del ricatto. E come difendersi,Marcello Foa,11 apr. 2025,63,Politica
B0DYRTL6JR,https://m.media-amazon.com/images/I/7107xRyij8L._AC_UY218_.jpg,"Benito, le rose e le spine",Alessandra Mussolini,23 set. 2025,63,Politica
8842084956,https://m.media-amazon.com/images/I/71+Ny2bRxIL._AC_UY218_.jpg,Dagli imperi militari agli imperi tecnologici. La politica internazionale dal XX secolo a oggi,Ennio Di Nolfo,1 gen. 2014,63,Politica
8806226878,https://m.media-amazon.com/images/I/81ZqsyW1vAL._AC_UY218_.jpg,La passione non è finita,Enrico Berlinguer,9 mar. 2015,62,Politica
8891442194,https://m.media-amazon.com/images/I/71+dI5jp8sL._AC_UY218_.jpg,Concorsi Università Personale amministrativo e contabile (cat. C e D) - Collaboratori e Funzionari - Manuale per la preparazione,AA.VV.,28 feb. 2025,62,Politica
B0F6VB2LFC,https://m.media-amazon.com/images/I/613CgymaXHL._AC_UY218_.jpg,BLACKOUT: La transizione ecologica e la deriva dell'Occidente,Ilaria Bifarini,28 apr. 2025,62,Politica
8817196460,https://m.media-amazon.com/images/I/61Un55xf8iL._AC_UY218_.jpg,Il prezzo della pace. Quando finisce una guerra,Paolo Mieli,26 ago. 2025,62,Politica
8893880105,https://m.media-amazon.com/images/I/71b3PSUwpGL._AC_UY218_.jpg,Nel mare ci sono i coccodrilli. Storia vera di Enaiatollah Akbari,Fabio Geda,9 feb. 2017,7717,Società e scienze sociali
8806247972,https://m.media-amazon.com/images/I/71vhZARiJOL._AC_UY218_.jpg,Oliva Denaro,Viola Ardone,28 set. 2021,7713,Società e scienze sociali
8830455342,https://m.media-amazon.com/images/I/61B8tR3orHL._AC_UY218_.jpg,Fiore di roccia,Ilaria Tuti,8 giu. 2020,7635,Società e scienze sociali
8807892790,https://m.media-amazon.com/images/I/713Q8cZg6KL._AC_UY218_.jpg,Il buio oltre la siepe,Lee,5 dic. 2019,6171,Società e scienze sociali
8822767357,https://m.media-amazon.com/images/I/61mP6Z4kppL._AC_UY218_.jpg,Inviato a giudizio,Paolo Pinna Parpaglia,25 lug. 2023,5947,Società e scienze sociali
8822796187,https://m.media-amazon.com/images/I/61f66hrAvQL._AC_UY218_.jpg,Il quarto testimone,Paolo Pinna Parpaglia,24 giu. 2025,5913,Società e scienze sociali
8817050164,https://m.media-amazon.com/images/I/71UXQ-i8siL._AC_UY218_.jpg,Intelligenza emotiva,Daniel Goleman,25 mag. 2011,5287,Società e scienze sociali
8806254480,https://m.media-amazon.com/images/I/71kXsri7wLL._AC_UY218_.jpg,Il rosmarino non capisce l’inverno,Matteo Bussola,28 giu. 2022,4827,Società e scienze sociali
886386019X,https://m.media-amazon.com/images/I/61QSQ13nUqL._AC_UY218_.jpg,Il Potere di Adesso. Una guida all'illuminazione spirituale. Nuova Edizione,Eckhart Tolle,10 ott. 2023,4764,Società e scienze sociali
8804745444,https://m.media-amazon.com/images/I/61g9eTJi2YL._AC_UY218_.jpg,"Profondo come il mare, leggero come il cielo. Un viaggio dentro se stessi per trovare la serenità",Gianluca Gotto,28 feb. 2023,4702,Società e scienze sociali
8871525523,https://m.media-amazon.com/images/I/71fe+8LgxML._AC_UY218_.jpg,L'uomo più ricco di Babilonia,George Samuel Clason,1 ott. 1999,3763,Società e scienze sociali
8804812958,https://m.media-amazon.com/images/I/61jMu4Kc0PL._AC_UY218_.jpg,"A riveder le stelle. Dante, il poeta che inventò l'Italia",Aldo Cazzullo,10 nov. 2025,3488,Società e scienze sociali
880989684X,https://m.media-amazon.com/images/I/61Olq3Pl5RL._AC_UY218_.jpg,Le armi della persuasione: Come e perché si finisce col dire di sì,Robert B. Cialdini,23 mar. 2022,3282,Società e scienze sociali
1674709749,https://m.media-amazon.com/images/I/61U3snsRf+L._AC_UY218_.jpg,Il Libricino della Felicità: come liberarsi dalle zavorre e raggiungere i propri obiettivi.,Dott Maria Beatrice Alonzi,12 dic. 2019,3236,Società e scienze sociali
8806249185,https://m.media-amazon.com/images/I/61wqx2pZ6DL._AC_UY218_.jpg,Stai zitta e altre nove frasi che non vogliamo sentire più,Michela Murgia,2 mar. 2021,3163,Società e scienze sociali
8807892995,https://m.media-amazon.com/images/I/71IvD4kwDJL._AC_UY218_.jpg,Un ragazzo normale,Marone,16 gen. 2020,2951,Società e scienze sociali
8806253425,https://m.media-amazon.com/images/I/51aovQbl9OL._AC_UY218_.jpg,La città dei vivi,Nicola Lagioia,5 lug. 2022,2862,Società e scienze sociali
B0FTBWM92L,https://m.media-amazon.com/images/I/71OCzaf9fnL._AC_UY218_.jpg,La bugia dell'orchidea,Donato Carrisi,11 nov. 2025,2664,Società e scienze sociali
8859018951,https://m.media-amazon.com/images/I/71fUnN8hElL._AC_UY218_.jpg,La linea del 100. Metodo analogico per l'apprendimento della matematica. Con strumento,Camillo Bortolato,6 gen. 2019,2523,Società e scienze sociali
8855059173,https://m.media-amazon.com/images/I/61cFhPHMJrL._AC_UY218_.jpg,Niente può fermarti. Can't hurt me,David Goggins,24 apr. 2023,2457,Società e scienze sociali
8822755707,https://m.media-amazon.com/images/I/61WJy41aP+L._AC_UY218_.jpg,Quiz da fare mentre fai la cacca,Nathan Haselbauer,9 set. 2021,2383,Società e scienze sociali
8830110701,https://m.media-amazon.com/images/I/71jRyADTloL._AC_UY218_.jpg,"Solo è il coraggio. Giovanni Falcone, il romanzo",Roberto Saviano,24 apr. 2024,2141,Società e scienze sociali
8806265172,https://m.media-amazon.com/images/I/71PupJxqrAL._AC_UY218_.jpg,L'amore mio non muore,Roberto Saviano,6 mag. 2025,2092,Società e scienze sociali
B09WPJM322,https://m.media-amazon.com/images/I/718O+stMQQL._AC_UY218_.jpg,Della gentilezza e del coraggio,Gianrico Carofiglio,31 mar. 2022,2070,Società e scienze sociali
